vendor_guid,outcome_group_vendor_guid,parent_outcome_group_vendor_guid,title,description,calculation_method,calculation_int,mastery_points,0,1
Japanese 5.MLC.1,Stage 5-Making Linguistic Connections,NSW Japanese Continuum,Japanese 5.MLC.1,demonstrates understanding of the nature of languages as systems by describing and comparing linguistic features across languages,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.MLC.2,Stage 5-Making Linguistic Connections,NSW Japanese Continuum,Japanese 5.MLC.2,uses linguistic resources to support the study and production of texts in Japanese,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.MBC.1,Stage 5-Moving Between Cultures,NSW Japanese Continuum,Japanese 5.MBC.1,explores the interdependence of language and culture in a range of texts and contexts,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.MBC.2,Stage 5-Moving Between Cultures,NSW Japanese Continuum,Japanese 5.MBC.2,"identifies and explains aspects of the culture of Japanese,speaking communities in texts",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.UL.5,Stage 5 Extension-Using Language,NSW Japanese Continuum,Japanese 5.UL.5,"selects, summarises and evaluates information and ideas in spoken texts and presents a point of view in a range of text types",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.UL.6,Stage 5 Extension-Using Language,NSW Japanese Continuum,Japanese 5.UL.6,"selects, summarises and evaluates information and ideas in written texts and responds appropriately in a range of text types",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.UL.7,Stage 5 Extension-Using Language,NSW Japanese Continuum,Japanese 5.UL.7,uses Japanese with flexibility by incorporating new structures and features for effective communication,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.UL.8,Stage 5 Extension-Using Language,NSW Japanese Continuum,Japanese 5.UL.8,presents a point of view using accurate grammar and experimenting with linguistic structures and features in a range of text types,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.MLC.3,Stage 5 Extension-Making Linguistic Connections,NSW Japanese Continuum,Japanese 5.MLC.3,engages in discussions to solve linguistic problems and refine the production of original texts in Japanese,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.MLC.4,Stage 5 Extension-Making Linguistic Connections,NSW Japanese Continuum,Japanese 5.MLC.4,analyses ways in which the structures and features of spoken and written Japanese can be manipulated for particular effect,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.MBC.3,Stage 5 Extension-Moving Between Cultures,NSW Japanese Continuum,Japanese 5.MBC.3,evaluates the importance of being able to move between cultures,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 5.MBC.4,Stage 5 Extension-Moving Between Cultures,NSW Japanese Continuum,Japanese 5.MBC.4,"evaluates expressions and representations of culture of Japanese,speakgin communities in a range of texts",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.B.1.1,Stage 6 Beginners-Interacting,NSW Japanese Continuum,Japanese 6.B.1.1,establishes and maintains communication in Japanese,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.B.1.2,Stage 6 Beginners-Interacting,NSW Japanese Continuum,Japanese 6.B.1.2,manipulates linguistic structures to express ideas effectively in Japanese,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.B.1.3,Stage 6 Beginners-Interacting,NSW Japanese Continuum,Japanese 6.B.1.3,sequences ideas and information,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.B.1.4,Stage 6 Beginners-Interacting,NSW Japanese Continuum,Japanese 6.B.1.4,"applies knowledge of the culture of Japanese,speaking communities to interact appropriately",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.B.2.1,Stage 6 Beginners- Understanding Texts,NSW Japanese Continuum,Japanese 6.B.2.1,understands and interprets information in texts using a range of strategies,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.B.2.2,Stage 6 Beginners- Understanding Texts,NSW Japanese Continuum,Japanese 6.B.2.2,conveys the gist of and identifies specific information in texts,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.B.2.3,Stage 6 Beginners- Understanding Texts,NSW Japanese Continuum,Japanese 6.B.2.3,summarises the main points of a text,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.B.2.4,Stage 6 Beginners- Understanding Texts,NSW Japanese Continuum,Japanese 6.B.2.4,draws conclusions from or justifies an opinion about a text,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.B.2.5,Stage 6 Beginners- Understanding Texts,NSW Japanese Continuum,Japanese 6.B.2.5,"identifies the purpose, context and audience of a text",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.B.2.6,Stage 6 Beginners- Understanding Texts,NSW Japanese Continuum,Japanese 6.B.2.6,"identifies and explains aspects of the culture of Japanese,speaking communities in texts",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.B.3.1,Stage 6 Beginners- Producing Texts,NSW Japanese Continuum,Japanese 6.B.3.1,"produces texts appropriate to audience, purpose and context",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.B.3.2,Stage 6 Beginners- Producing Texts,NSW Japanese Continuum,Japanese 6.B.3.2,structures and sequences ideas and information,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.B.3.3,Stage 6 Beginners- Producing Texts,NSW Japanese Continuum,Japanese 6.B.3.3,applies knowledge of diverse linguistic structures to convey information and express original ideas in Japanese,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.B.3.4,Stage 6 Beginners- Producing Texts,NSW Japanese Continuum,Japanese 6.B.3.4,"applies knowledge of the culture of Japanese,speaking communities to the production of texts",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.1.1,"Stage 6 Continuers- Exchange information, opinions and experiences in Japanese",NSW Japanese Continuum,Japanese 6.C.1.1,uses a range of strategies to maintain communiocation,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.1.2,"Stage 6 Continuers- Exchange information, opinions and experiences in Japanese",NSW Japanese Continuum,Japanese 6.C.1.2,"conveys information appropriate to context, purpose and audience",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.1.3,"Stage 6 Continuers- Exchange information, opinions and experiences in Japanese",NSW Japanese Continuum,Japanese 6.C.1.3,exchanges and justifies opinions and ideas,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.1.4,"Stage 6 Continuers- Exchange information, opinions and experiences in Japanese",NSW Japanese Continuum,Japanese 6.C.1.4,"reflects on aspects of past, present and future experience",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.2.1,Stage 6 Continuers- Express ideas through production of original texts in Japanese,NSW Japanese Continuum,Japanese 6.C.2.1,applies knowledge of language structures to create original text,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.2.2,Stage 6 Continuers- Express ideas through production of original texts in Japanese,NSW Japanese Continuum,Japanese 6.C.2.2,"composes informative, descriptive, reflective, persuasive or evaluative texts appropriate to context, purpose and/or audience",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.2.3,Stage 6 Continuers- Express ideas through production of original texts in Japanese,NSW Japanese Continuum,Japanese 6.C.2.3,structures and sequences ideas and information,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.3.1,"Stage 6 Continuers- Analyse, process and respond to texts that are in Japanese",NSW Japanese Continuum,Japanese 6.C.3.1,conveys the gist of and identifies specific information in texts,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.3.2,"Stage 6 Continuers- Analyse, process and respond to texts that are in Japanese",NSW Japanese Continuum,Japanese 6.C.3.2,summarises the main ideas,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.3.3,"Stage 6 Continuers- Analyse, process and respond to texts that are in Japanese",NSW Japanese Continuum,Japanese 6.C.3.3,"identifies the tone, purpose, context and audience",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.3.4,"Stage 6 Continuers- Analyse, process and respond to texts that are in Japanese",NSW Japanese Continuum,Japanese 6.C.3.4,draws conclusions from or justifies an opinion,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.3.5,"Stage 6 Continuers- Analyse, process and respond to texts that are in Japanese",NSW Japanese Continuum,Japanese 6.C.3.5,"interprets, analyses and evaluates information",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.3.6,"Stage 6 Continuers- Analyse, process and respond to texts that are in Japanese",NSW Japanese Continuum,Japanese 6.C.3.6,"infers points of view, attitudes or emotions from language and context",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.4.1,Stage 6 Continuers- Understand aspects of the language and culture of Japanese-speaking communities,NSW Japanese Continuum,Japanese 6.C.4.1,recognises and employs language appropriate to different social contexts,decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.4.2,Stage 6 Continuers- Understand aspects of the language and culture of Japanese-speaking communities,NSW Japanese Continuum,Japanese 6.C.4.2,"identifies values, attitudes and beliefs of cultural significance",decaying_average,65,1,Not Yet Achieved,Achieved
Japanese 6.C.4.3,Stage 6 Continuers- Understand aspects of the language and culture of Japanese-speaking communities,NSW Japanese Continuum,Japanese 6.C.4.3,reflects upon significant aspects of language and culture,decaying_average,65,1,Not Yet Achieved,Achieved
Photography 5.1,Stage 5- Making Photography,NSW Photography and Digital Media Continuum,Photography 5.1,develops range and autonomy in selecting and applying photographic and digital conventions and procedures to make photographic and digital works,decaying_average,65,1,Not Yet Achieved,Achieved
Photography 5.2,Stage 5- Making Photography,NSW Photography and Digital Media Continuum,Photography 5.2,"makes photographic and digital work informed by their understanding of the function of and relationships between artist,artwork,world,audience",decaying_average,65,1,Not Yet Achieved,Achieved
Photography 5.3,Stage 5- Making Photography,NSW Photography and Digital Media Continuum,Photography 5.3,makes photographic and digital works informed by and understanding of how the frames affect meaning,decaying_average,65,1,Not Yet Achieved,Achieved
Photography 5.4,Stage 5- Making Photography,NSW Photography and Digital Media Continuum,Photography 5.4,"investigates the world as a source of ideas, concepts and subject matter for photographic and digital works",decaying_average,65,1,Not Yet Achieved,Achieved
Photography 5.5,Stage 5- Making Photography,NSW Photography and Digital Media Continuum,Photography 5.5,makes informed choices to develop and extend concepts and different meanings in their photographic and digital works,decaying_average,65,1,Not Yet Achieved,Achieved
Photography 5.6,Stage 5- Making Photography,NSW Photography and Digital Media Continuum,Photography 5.6,selects appropriate procedures and techniques to make and refine photographic and digital works,decaying_average,65,1,Not Yet Achieved,Achieved
Photography 5.7,Stage 5- Critical and historical interpretation,NSW Photography and Digital Media Continuum,Photography 5.7,applies their understanding of aspects of practice to critically and historically interpret photographic and digital works,decaying_average,65,1,Not Yet Achieved,Achieved
Photography 5.8,Stage 5- Critical and historical interpretation,NSW Photography and Digital Media Continuum,Photography 5.8,"uses their understanding of the function of and relationships between the artist,artwork,world,audiences in critical and historical interpretations of photographic and digital works",decaying_average,65,1,Not Yet Achieved,Achieved
Photography 5.9,Stage 5- Critical and historical interpretation,NSW Photography and Digital Media Continuum,Photography 5.9,uses the frames to make different interpretations of photographic and digital works,decaying_average,65,1,Not Yet Achieved,Achieved
Photography 5.1,Stage 5- Critical and historical interpretation,NSW Photography and Digital Media Continuum,Photography 5.1,constructs different critical and historical accounts of photographic and digital works,decaying_average,65,1,Not Yet Achieved,Achieved
Photography M1,Stage 6- Making Photography,NSW Photography and Digital Media Continuum,Photography M1,"generates a characteristic style that is increasingly self,reflective in their photographic and/or video and/or digital practice",decaying_average,65,1,Not Yet Achieved,Achieved
Photography M2,Stage 6- Making Photography,NSW Photography and Digital Media Continuum,Photography M2,"explores concepts of artist/photographer, still and moving works, interpretations of the world and audience response, in their making of still and/or moving works",decaying_average,65,1,Not Yet Achieved,Achieved
Photography M3,Stage 6- Making Photography,NSW Photography and Digital Media Continuum,Photography M3,investigates different points of view in the making of photographs and/or videos and/or digital images,decaying_average,65,1,Not Yet Achieved,Achieved
Photography M4,Stage 6- Making Photography,NSW Photography and Digital Media Continuum,Photography M4,generates images and ideas as representations/simulations in the making of photographs and/or videos and/or digital images,decaying_average,65,1,Not Yet Achieved,Achieved
Photography M5,Stage 6- Making Photography,NSW Photography and Digital Media Continuum,Photography M5,develops different techniques suited to artistic intentions in the making of photographs and/or videos and/or digital images,decaying_average,65,1,Not Yet Achieved,Achieved
Photography M6,Stage 6- Making Photography,NSW Photography and Digital Media Continuum,Photography M6,takes into account issues of Work Health and Safety in the making of photographs and/or videos and/or digital works,decaying_average,65,1,Not Yet Achieved,Achieved
Photography CH1,Stage 6- Critical and historical interpretation,NSW Photography and Digital Media Continuum,Photography CH1,generates in their criritcal and historical practice ways to interpret and explain photography and/or video and/or digital imaging,decaying_average,65,1,Not Yet Achieved,Achieved
Photography CH2,Stage 6- Critical and historical interpretation,NSW Photography and Digital Media Continuum,Photography CH2,"investigates the roles and relationships among the concepts of artsist, work, world and audience in critical and historical investigations",decaying_average,65,1,Not Yet Achieved,Achieved
Photography CH3,Stage 6- Critical and historical interpretation,NSW Photography and Digital Media Continuum,Photography CH3,distinguishes between different points of view and offers interpretive accounts in critical and historical studies,decaying_average,65,1,Not Yet Achieved,Achieved
Photography CH4,Stage 6- Critical and historical interpretation,NSW Photography and Digital Media Continuum,Photography CH4,"explored ways in which histories, narratives and other accounts can be built to explain practices and interests in the firleds of photography and/or video and/or digital imaging",decaying_average,65,1,Not Yet Achieved,Achieved
Photography CH5,Stage 6- Critical and historical interpretation,NSW Photography and Digital Media Continuum,Photography CH5,recognises how photography and/or video and/or digital imaging are used in various fields of cultural production,decaying_average,65,1,Not Yet Achieved,Achieved
IT 4.1.1,Stage 4- Knowledge and understanding of  a range of computer software and hardware,NSW Information and Software Technology Continuum,IT 4.1.1,recognises and uses software programs that are suitable for specific tasks,decaying_average,65,1,Not Yet Achieved,Achieved
IT 4.1.2,Stage 4- Knowledge and understanding of  a range of computer software and hardware,NSW Information and Software Technology Continuum,IT 4.1.2,identifies and demonstrates appropriate use of range of hardware,decaying_average,65,1,Not Yet Achieved,Achieved
IT 4.2.1,Stage 4- Problem-solving and critical thinking skills in order to design and develop creative information and software technology solutions for a variety of real-world problems,NSW Information and Software Technology Continuum,IT 4.2.1,"identifies and uses problem,solving processes when creating solutions",decaying_average,65,1,Not Yet Achieved,Achieved
IT 4.2.2,Stage 4- Problem-solving and critical thinking skills in order to design and develop creative information and software technology solutions for a variety of real-world problems,NSW Information and Software Technology Continuum,IT 4.2.2,"designs, produces and evaluates appropriate solutions to a range of problems",decaying_average,65,1,Not Yet Achieved,Achieved
IT 4.2.3,Stage 4- Problem-solving and critical thinking skills in order to design and develop creative information and software technology solutions for a variety of real-world problems,NSW Information and Software Technology Continuum,IT 4.2.3,justifies decisions made when creating information and software technology solutions,decaying_average,65,1,Not Yet Achieved,Achieved
IT 4.3.1,Stage 4- Responsible and ethical attitude related to the use of information and software technology,NSW Information and Software Technology Continuum,IT 4.3.1,uses ethical practices when dealing with information and software technology,decaying_average,65,1,Not Yet Achieved,Achieved
IT 4.3.2,Stage 4- Responsible and ethical attitude related to the use of information and software technology,NSW Information and Software Technology Continuum,IT 4.3.2,describes ethical practices used when dealing with data and information,decaying_average,65,1,Not Yet Achieved,Achieved
IT 4.4.1,"Stage 4- Knowledge and understanding of past, current and emerging information and software technologies on the individual and society",NSW Information and Software Technology Continuum,IT 4.4.1,describes a raneg of past current and emerging information and software technologies,decaying_average,65,1,Not Yet Achieved,Achieved
IT 4.5.1,Stage 4- Effective communication skills and collaborative work practices leading to information and software technology solutions for specific problems,NSW Information and Software Technology Continuum,IT 4.5.1,identifies the benefits of collaborative work practices when completing a task,decaying_average,65,1,Not Yet Achieved,Achieved
IT 4.5.2,Stage 4- Effective communication skills and collaborative work practices leading to information and software technology solutions for specific problems,NSW Information and Software Technology Continuum,IT 4.5.2,documents ideas and solutions for targeted audiences,decaying_average,65,1,Not Yet Achieved,Achieved
IT 4.5.3,Stage 4- Effective communication skills and collaborative work practices leading to information and software technology solutions for specific problems,NSW Information and Software Technology Continuum,IT 4.5.3,identifies key roles and responsibilities of people in the field of information and software technology,decaying_average,65,1,Not Yet Achieved,Achieved
IT 5.1.1,Stage 5- Knowledge and understanding of  a range of computer software and hardware,NSW Information and Software Technology Continuum,IT 5.1.1,selects and justifies the application of appropriate software programs to a range of tasks,decaying_average,65,1,Not Yet Achieved,Achieved
IT 5.1.2,Stage 5- Knowledge and understanding of  a range of computer software and hardware,NSW Information and Software Technology Continuum,IT 5.1.2,"selects, maintains and appropriately uses hardware for a range of tasks",decaying_average,65,1,Not Yet Achieved,Achieved
IT 5.2.1,Stage 5- Problem-solving and critical thinking skills in order to design and develop creative information and software technology solutions for a variety of real-world problems,NSW Information and Software Technology Continuum,IT 5.2.1,"describes and applies problem,solving processes when creating solutions",decaying_average,65,1,Not Yet Achieved,Achieved
IT 5.2.2,Stage 5- Problem-solving and critical thinking skills in order to design and develop creative information and software technology solutions for a variety of real-world problems,NSW Information and Software Technology Continuum,IT 5.2.2,"designs, produces and evaluates appropriate solutions to a range of challenging problems",decaying_average,65,1,Not Yet Achieved,Achieved
IT 5.2.3,Stage 5- Problem-solving and critical thinking skills in order to design and develop creative information and software technology solutions for a variety of real-world problems,NSW Information and Software Technology Continuum,IT 5.2.3,"critically analyses decision,making processes in a range of information and software solutions",decaying_average,65,1,Not Yet Achieved,Achieved
IT 5.3.1,Stage 5- Responsible and ethical attitude related to the use of information and software technology,NSW Information and Software Technology Continuum,IT 5.3.1,justifies responsible procatices and ethical use of information and software technology,decaying_average,65,1,Not Yet Achieved,Achieved
IT 5.3.2,Stage 5- Responsible and ethical attitude related to the use of information and software technology,NSW Information and Software Technology Continuum,IT 5.3.2,acquires and manipulates data and information in an ethical manner,decaying_average,65,1,Not Yet Achieved,Achieved
IT 5.4.1,"Stage 5- Knowledge and understanding of past, current and emerging information and software technologies on the individual and society",NSW Information and Software Technology Continuum,IT 5.4.1,"analyses the effects of pact, current and emerging information and software technologies on the individual and society",decaying_average,65,1,Not Yet Achieved,Achieved
IT 5.5.1,Stage 5- Effective communication skills and collaborative work practices leading to information and software technology solutions for specific problems,NSW Information and Software Technology Continuum,IT 5.5.1,applies collaborative work practices to complete tasks,decaying_average,65,1,Not Yet Achieved,Achieved
IT 5.5.2,Stage 5- Effective communication skills and collaborative work practices leading to information and software technology solutions for specific problems,NSW Information and Software Technology Continuum,IT 5.5.2,"communicates ideas, processes and solutions to a targeted audience",decaying_average,65,1,Not Yet Achieved,Achieved
IT 5.5.3,Stage 5- Effective communication skills and collaborative work practices leading to information and software technology solutions for specific problems,NSW Information and Software Technology Continuum,IT 5.5.3,describes and compare key roles and responsibilities of people in the field of information and software technology,decaying_average,65,1,Not Yet Achieved,Achieved
IT P1.1,Stage 6 -Preliminary IT,NSW Information and Software Technology Continuum,IT P1.1,describes the nature of information processes and information technology,decaying_average,65,1,Not Yet Achieved,Achieved
IT P1.2,Stage 6 -Preliminary IT,NSW Information and Software Technology Continuum,IT P1.2,classifies the functions and operations of information processes and information technology,decaying_average,65,1,Not Yet Achieved,Achieved
IT P2.1,Stage 6 -Preliminary IT,NSW Information and Software Technology Continuum,IT P2.1,identifies and describes the information processes within an information system,decaying_average,65,1,Not Yet Achieved,Achieved
IT P2.2,Stage 6 -Preliminary IT,NSW Information and Software Technology Continuum,IT P2.2,recognises and explains the interdependence between each of the information processes,decaying_average,65,1,Not Yet Achieved,Achieved
IT P3.1,Stage 6 -Preliminary IT,NSW Information and Software Technology Continuum,IT P3.1,identifies and describes the social and ethical issues,decaying_average,65,1,Not Yet Achieved,Achieved
IT P4.1,Stage 6 -Preliminary IT,NSW Information and Software Technology Continuum,IT P4.1,described the historical development of information systems and relates these to current and emerging technologies,decaying_average,65,1,Not Yet Achieved,Achieved
IT P5.1,Stage 6 -Preliminary IT,NSW Information and Software Technology Continuum,IT P5.1,"selects and ethically uses computer based and non,computer based resources and tools to process information",decaying_average,65,1,Not Yet Achieved,Achieved
IT P6.1,Stage 6 -Preliminary IT,NSW Information and Software Technology Continuum,IT P6.1,analyses and describes an identified need,decaying_average,65,1,Not Yet Achieved,Achieved
IT P6.2,Stage 6 -Preliminary IT,NSW Information and Software Technology Continuum,IT P6.2,"generates ideas, considers alternatives and develops solutions for a defined need",decaying_average,65,1,Not Yet Achieved,Achieved
IT P7.1,Stage 6 -Preliminary IT,NSW Information and Software Technology Continuum,IT P7.1,"recognises, applies and explains management and communication techniques used in individual and team,based project work",decaying_average,65,1,Not Yet Achieved,Achieved
IT P7.2,Stage 6 -Preliminary IT,NSW Information and Software Technology Continuum,IT P7.2,uses and justifies technology to support individuals and teams,decaying_average,65,1,Not Yet Achieved,Achieved
IT H1.1,Stage 6- HSC IT,NSW Information and Software Technology Continuum,IT H1.1,applies and explains an understanding of the nature and function of information technologies to a specific practical situation,decaying_average,65,1,Not Yet Achieved,Achieved
IT H1.2,Stage 6- HSC IT,NSW Information and Software Technology Continuum,IT H1.2,explains and justifies the way in which information systems relate to information processes in a specific context,decaying_average,65,1,Not Yet Achieved,Achieved
IT H2.1,Stage 6- HSC IT,NSW Information and Software Technology Continuum,IT H2.1,analyses and describes a system in terms of the information processes involved,decaying_average,65,1,Not Yet Achieved,Achieved
IT H2.2,Stage 6- HSC IT,NSW Information and Software Technology Continuum,IT H2.2,develops and explains solutions for an identified need which address all of the information processes,decaying_average,65,1,Not Yet Achieved,Achieved
IT H3.1,Stage 6- HSC IT,NSW Information and Software Technology Continuum,IT H3.1,"evaluates and discusses the effect of information systems on the individual, society and the environment",decaying_average,65,1,Not Yet Achieved,Achieved
IT H3.2,Stage 6- HSC IT,NSW Information and Software Technology Continuum,IT H3.2,"demonstrates and explains ethical practice in the use of information systems, technologies and processes",decaying_average,65,1,Not Yet Achieved,Achieved
IT H4.1,Stage 6- HSC IT,NSW Information and Software Technology Continuum,IT H4.1,proposes and justifies in ways in which information systems will meet emerging needs,decaying_average,65,1,Not Yet Achieved,Achieved
IT H5.1,Stage 6- HSC IT,NSW Information and Software Technology Continuum,IT H5.1,justifies the selection and use of appropriate resources and tools to effectively develop and manage projects,decaying_average,65,1,Not Yet Achieved,Achieved
IT H5.2,Stage 6- HSC IT,NSW Information and Software Technology Continuum,IT H5.2,"assessed the ethical implications of selecting and using specific resources and tools, recommends and justifies the choices",decaying_average,65,1,Not Yet Achieved,Achieved
IT H6.1,Stage 6- HSC IT,NSW Information and Software Technology Continuum,IT H6.1,"analyses situations, identifies needs, proposes and then develops solutions",decaying_average,65,1,Not Yet Achieved,Achieved
IT H6.2,Stage 6- HSC IT,NSW Information and Software Technology Continuum,IT H6.2,"selects, justifies and applies methodical approaches to planning, designing or implementing solutions",decaying_average,65,1,Not Yet Achieved,Achieved
IT H7.1,Stage 6- HSC IT,NSW Information and Software Technology Continuum,IT H7.1,implements and explains effective management techniques,decaying_average,65,1,Not Yet Achieved,Achieved
IT H7.2,Stage 6- HSC IT,NSW Information and Software Technology Continuum,IT H7.2,uses methods to thoroughly document the development of individual and team projects,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 4.1.1,Stage 4- Knowledge and understanding of the properties and performance of textiles,NSW Textiles Technology Continuum,Textiles 4.1.1,describes the properties and performance of textile items,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 4.1.2,Stage 4- Knowledge and understanding of the properties and performance of textiles,NSW Textiles Technology Continuum,Textiles 4.1.2,"suggest appropriate uses for a variety of fabrics, yarns and fibres",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 4.2.1,Stage 4- Knowledge and understanding of and skills in design for a range of textile applications,NSW Textiles Technology Continuum,Textiles 4.2.1,describes the creative process of design used in the work of textile designers,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 4.2.2,Stage 4- Knowledge and understanding of and skills in design for a range of textile applications,NSW Textiles Technology Continuum,Textiles 4.2.2,generates design ideas for textile items,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 4.2.3,Stage 4- Knowledge and understanding of and skills in design for a range of textile applications,NSW Textiles Technology Continuum,Textiles 4.2.3,uses methods of colouration and decoration of textile items,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 4.3.1,"Stage 4- Knowledge, understanding and appreciation of the significant role of textiles for the individual consumer and for society",NSW Textiles Technology Continuum,Textiles 4.3.1,"describes historical, cultural and contemporary perspectives that influence textile design, construction and use",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 4.3.2,"Stage 4- Knowledge, understanding and appreciation of the significant role of textiles for the individual consumer and for society",NSW Textiles Technology Continuum,Textiles 4.3.2,"identifies factors affecting consumer demand, selection and use of textiles",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 4.4.1,"Stage 4- Skills in the creative documentation, communication and presentation of design ideas",NSW Textiles Technology Continuum,Textiles 4.4.1,"uses appropriate technology to document, communicate and present design and project work",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 4.5.1,"Stage 4- Skills in the selection and proficient and creative use of textile materials, equipment and techniques to produce quality textile items",NSW Textiles Technology Continuum,Textiles 4.5.1,selects and manipulates a range of textile materials,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 4.5.2,"Stage 4- Skills in the selection and proficient and creative use of textile materials, equipment and techniques to produce quality textile items",NSW Textiles Technology Continuum,Textiles 4.5.2,uses techniques and equipment safely in the production of quality textile projects,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 4.5.3,"Stage 4- Skills in the selection and proficient and creative use of textile materials, equipment and techniques to produce quality textile items",NSW Textiles Technology Continuum,Textiles 4.5.3,demonstrates skill in the production of textile projects to completion,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 4.6.1,Stage 4- Knowledge and skills to evaluate quality in the design and construction of textile items,NSW Textiles Technology Continuum,Textiles 4.6.1,identifies aspects of quality in the design and construction of textile items,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 5.1.1,Stage 5- Knowledge and understanding of the properties and performance of textiles,NSW Textiles Technology Continuum,Textiles 5.1.1,explains the properties and performance of a range of textile items,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 5.1.2,Stage 5- Knowledge and understanding of the properties and performance of textiles,NSW Textiles Technology Continuum,Textiles 5.1.2,justifies the selection of textile materials for specific end uses,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 5.2.1,Stage 5- Knowledge and understanding of and skills in design for a range of textile applications,NSW Textiles Technology Continuum,Textiles 5.2.1,explains the creative process of design used in the work of textile designers,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 5.2.2,Stage 5- Knowledge and understanding of and skills in design for a range of textile applications,NSW Textiles Technology Continuum,Textiles 5.2.2,generates and develops textile design ideas,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 5.2.3,Stage 5- Knowledge and understanding of and skills in design for a range of textile applications,NSW Textiles Technology Continuum,Textiles 5.2.3,investigates and applies methods of colouration and decoration for a range of textile items,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 5.3.1,"Stage 5- Knowledge, understanding and appreciation of the significant role of textiles for the individual consumer and for society",NSW Textiles Technology Continuum,Textiles 5.3.1,"analyses the influence of histrocial, cultural and contemporary perspectives on textile design, construction and use",decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 5.3.2,"Stage 5- Knowledge, understanding and appreciation of the significant role of textiles for the individual consumer and for society",NSW Textiles Technology Continuum,Textiles 5.3.2,evaluates the impact of textiles production and use on the individual consumer and society,decaying_average,65,1,Not Yet Achieved,Achieved
Textiles 5.4.1,"Stage 5- Skills in the creative documentation, communication and presentation of design ideas",NSW Textiles Technology Continuum,Textiles 5.4.1,"selects and uses appropriate technology to creatively document, communicate and present design and project work",decaying_average,65,1,Not Yet Achieved,Achieved
